windspeed
4.572147369
4.618965149
4.538500309
4.47206831
4.419014931
2.493945122
2.311134338
2.106297493
1.859937429
1.450459361
1.40169394
1.736983776
1.973543048
2.200992107
2.298411846
2.462018728
2.776567698
3.219638109
3.666267872
3.935235023
4.133536816
4.253590107
4.31140995
4.329453945
4.363405704
4.451066494
4.537940502
4.543908119
4.506080627
4.355434895
4.044133186
3.68622303
3.184601545
2.588923693
2.795098782
2.913094044
2.481415987
2.133801222
1.987858891
1.941814899
1.989299774
2.299659014
2.705379963
3.008048534
3.169357538
3.250385284
3.270805836
3.227015972
3.172464609
3.125338078
3.050402164
2.875995636
2.628971338
2.335227251
2.006624937
1.715865731
1.756790638
1.752906919
1.54372251
1.174893498
0.810337901
0.613474607
0.257132947
0.234163865
0.691810429
1.192014575
1.618251562
1.948676825
2.249061108
2.607962847
3.03402257
3.447231054
3.807678938
4.097465515
4.109375
3.975940228
3.84650588
3.691312313
3.489542723
3.222386837
2.719362736
2.157045364
1.834516764
1.607059121
1.190212607
0.994689882
1.077033758
1.587013364
2.24275732
3.106487513
3.882218838
4.413404465
4.614646435
4.69645977
4.751018047
4.719239712
4.616747379
4.471482277
4.35625124
4.236720562
4.077991486
3.894276381
3.73607111
3.6017344
3.204007626
2.716283798
2.970569372
3.061673164
2.859902859
2.762982368
2.659757853
2.56968236
2.575762272
2.801603556
3.063557148
3.245470047
3.437057495
3.642904758
3.863417864
4.021560192
4.075600147
4.082345963
3.981929779
3.815269709
3.635911465
3.458462
3.309064627
3.186690807
2.944604874
2.301958561
1.852181673
1.46116221
1.012197971
0.910761356
1.084753871
1.385145664
1.858691216
2.551383018
3.101723909
3.46903348
3.660032988
3.77608037
3.859299898
3.922574282
3.921993732
3.836804152
3.701371908
3.532372952
3.356625319
3.214017868
3.136405706
3.02518487
2.72781682
2.033508301
1.561386824
1.454503775
1.399378181
1.519744992
1.665884495
1.860177994
2.107541084
2.474575758
2.862229109
3.152518034
3.395020723
3.580095768
3.685810328
3.756847858
3.790432453
3.792206526
3.608702421
3.341424465
3.137933254
2.991277456
2.837671995
2.624834538
2.505289078
2.131447554
1.76612711
1.312893629
0.757841408
0.514630914
0.570066154
0.660191476
0.573698103
0.504057646
0.863180578
1.280783892
1.623942256
1.879336238
2.088884354
2.314074278
2.510953426
2.674316645
2.696459293
2.681431532
2.579243898
2.40294075
2.273418903
2.158078432
2.022173882
1.698701501
1.525446057
1.702949882
1.728260517
1.856594682
2.020255804
2.207737446
2.52871418
3.121500969
3.710067749
4.040335655
4.081817627
3.970623732
3.821204662
3.641391754
3.417773485
3.220508337
3.095335007
2.998895645
2.881846905
2.682147026
2.428927183
2.198488474
1.89571166
1.387448192
0.936874092
1.006777048
1.227399468
1.50962615
1.737707853
1.915701866
2.071630716
2.373423815
2.551393986
2.546108484
2.629047871
2.676990747
2.644857883
2.591119289
2.577300787
2.566070318
2.320095062
1.935853481
1.555165768
1.214086056
0.926342964
0.750989258
0.775506318
0.720642686
0.455087274
0.922038019
1.033159018
1.03235662
1.048874021
1.021717191
0.912708998
0.799754262
0.795051634
0.934428692
1.1238904
1.335107684
1.566239834
1.792485237
1.984177828
2.146045923
2.397169113
2.748169184
3.148053885
3.503401518
3.806720495
4.063343525
3.933770418
3.655252695
4.486200809
4.771393776
4.780872822
4.617661476
4.426969051
4.224567413
3.873060465
3.424412489
3.218510389
3.033455133
2.747095346
2.571650028
2.575995684
2.684373856
2.908703566
3.26605773
3.777937412
4.261891842
4.614557266
4.790968418
4.84283638
4.795681953
4.167828083
3.885716438
3.592776537
2.995124817
2.636691093
2.683478117
2.997536182
3.219560146
3.251625061
3.342615843
3.367322922
3.161683798
3.022304773
2.953944445
2.914194107
2.928514957
3.05326128
3.267158508
3.519534349
3.687117815
3.689422131
3.615065098
3.499532223
3.274253845
2.843311787
2.272018433
2.047267914
1.60363853
1.132944584
0.788708508
0.528952301
0.561424792
0.690965712
0.917643785
1.298760772
1.573302627
1.600731492
1.597540259
1.68302536
1.7651366
1.923301935
2.233626366
2.595978737
2.878917456
3.058260202
3.092854977
3.054759264
2.98192215
2.389187098
1.547451973
0.564308703
0.62198019
1.404993534
1.932503104
2.260342836
2.411843061
2.406522036
2.435111523
2.415106773
2.308073282
2.186378479
2.092889071
2.030493975
1.995786309
2.057387352
2.209158182
2.353924751
2.383953571
2.273898125
2.157233715
2.061606646
1.959340215
1.609993577
1.167254686
0.333396673
0.890091121
1.489272118
1.794359088
1.907175422
1.935884237
1.897928119
2.216203928
2.81107378
3.243785143
3.488820791
3.622092962
3.694349051
3.702100277
3.691030264
3.679819345
3.722985268
3.783214092
3.74470377
3.679086208
3.709059954
3.717222452
3.185311794
2.845481157
2.516670704
1.658460855
1.172402024
0.896943986
0.634702206
0.40895316
0.577978015
1.657780886
2.983217955
3.838377237
4.181815624
4.165009499
4.015233517
3.85866189
3.689703941
3.480587959
3.215022802
2.980223179
2.752519131
2.590398073
2.510560513
2.447466135
2.195476294
2.367625713
2.734366179
2.854806662
2.864268541
2.777108192
2.586068869
2.448231459
2.607703447
2.879579306
3.176926851
3.227760553
2.920592546
2.485586405
1.87790525
1.07030499
0.281573683
0.698315144
1.171145797
1.436590433
1.566688895
1.634039998
1.70238781
1.784712434
1.891177416
1.727778792
1.39179337
1.12393868
0.799971163
0.401982307
0.07328742
0.196914241
0.499165088
0.955841899
1.371779561
1.659791708
2.005721331
2.463900089
2.940307856
3.355608702
3.710324049
3.998221159
4.07343483
4.052790165
4.022628784
3.952735901
3.748734713
3.431459188
2.860035419
2.177500963
2.120281935
2.128875256
2.13330698
2.280309439
2.412908792
2.444127083
2.397017479
2.490840435
2.761585712
2.989739418
3.153170824
3.298578024
3.437880993
3.500813246
3.520045996
3.567144394
3.512731075
3.399732113
3.314513206
3.259861946
3.189215899
3.081050158
2.919266224
2.659777403
2.862226486
2.827119112
2.517305613
2.211807966
1.944802165
1.822160959
1.869173646
2.264662981
2.801574469
3.248866081
3.61964345
3.917164087
4.074567318
4.127092838
4.158287048
4.164234638
4.084127903
3.939514637
3.793067694
3.699384451
3.649124861
3.583833456
3.284595966
2.846406698
3.092406511
3.178154707
2.847650766
2.573574781
2.294818878
2.032466173
1.845775962
1.906159639
2.243238926
2.6342628
3.163931608
3.666918755
3.985248566
4.165950298
4.268712997
4.31447506
4.132605553
3.85467267
3.620602846
3.467233181
3.312817812
3.052036762
2.680722475
2.166727781
1.819494605
1.444549799
1.152225256
1.333661556
1.702970624
2.006452084
2.274741173
2.671348572
3.143507719
3.571469784
3.981942415
4.288491249
4.4158988
4.43918705
4.457556725
4.486436844
4.371053696
4.200056553
4.025617599
3.877430439
3.739123821
3.551501513
3.142727852
2.585107803
2.538663864
3.020780325
2.817056894
2.646898508
2.497365475
2.352147102
2.348740578
2.596269369
2.916944981
3.084466219
3.25797987
3.441779137
3.599873066
3.689950466
3.744354963
3.829543114
3.620805979
3.248650074
2.945881128
2.654443741
2.386605024
2.12943697
1.962053061
1.660309672
1.443149567
1.472105265
1.565443397
1.793690801
2.023143768
2.162439823
2.293566704
2.545706749
2.84306407
3.013965607
3.13037324
3.274753094
3.39917779
3.498706341
3.58207202
3.586966276
3.449802876
3.214404583
2.986475706
2.812499762
2.665091515
2.452905416
2.095424414
1.572884321
1.134349704
1.422969222
1.780703783
2.017870426
2.287177086
2.487584829
2.544540644
2.531723738
2.55486083
2.515594006
2.504607201
2.539017439
2.607496023
2.694888353
2.80657053
2.926049948
2.692444563
2.390403986
2.289076805
2.282114506
2.177300215
2.0123353
1.976757765
1.724108338
1.445480347
1.173119068
0.857277393
0.556904852
0.302645832
0.267770976
0.353975564
0.615778685
0.914684772
1.033231854
0.932914853
0.846617818
0.961729109
1.178218365
1.445266843
1.81825161
1.916878939
1.837181926
1.709451437
1.532140851
1.386693597
1.323256254
1.498827338
1.551419973
1.413950443
1.376064062
1.507236242
1.674097776
1.746618509
1.81485796
1.907320738
1.972092509
2.091025352
2.225428343
2.432077646
2.736553192
3.09291482
3.493601084
3.910844564
4.247857094
4.253210545
4.095153332
3.959192038
3.790041208
3.526509523
3.11289072
2.709733725
2.105914116
1.478204966
0.994771779
0.60396868
0.392445594
0.609954476
0.896809936
1.073665977
1.220551252
1.302058458
1.543727279
1.945893884
2.402974606
2.93137455
3.032876253
2.885010481
2.987933636
3.200835466
3.47905755
3.781179667
4.076436043
4.304340839
4.253507614
3.735198498
3.17441082
2.770608425
2.905211449
2.546030998
2.089804888
1.668974638
1.455552697
1.308347583
1.009553432
0.690874577
0.305811226
0.269278973
0.734624207
1.044386029
1.415202737
1.816893697
2.130052567
2.288142681
2.350549698
2.405347586
2.513902426
2.642272949
2.678071022
2.32956934
1.732755184
1.348697901
1.298770905
1.293687582
1.291692019
1.356990218
1.490599036
1.759343266
2.329710722
2.904902697
3.292246103
3.433020115
3.439158201
3.375832319
3.286530733
3.251964331
3.326693535
3.526198387
3.675132036
3.774954796
3.853692055
3.784212112
3.683716059
3.30125165
2.960013866
3.130755424
3.001713276
2.443720579
1.947479486
1.625913978
1.61489594
1.739458799
1.973800421
2.491500616
3.141571999
3.669444799
3.988705397
4.164822102
4.31953764
4.389178753
4.238046646
4.119459152
4.029934883
3.992062569
4.105390549
4.313083649
4.41671896
4.06055069
3.721945524
3.830191851
3.303570032
2.55811286
1.911627173
1.575380683
1.237894773
1.029265881
1.250191212
1.707788587
2.114215136
2.471385479
2.804488897
3.156579733
3.537189484
3.840986729
3.813644886
3.42099762
3.145620108
2.994761467
2.887701035
2.884157658
2.647974253
2.00432539
1.370247483
0.880782187
0.675099015
1.074968219
1.528743029
1.84948647
2.108551979
2.232204437
1.793384671
1.341947436
1.440033913
2.137589216
3.027996302
3.863606453
4.309475422
4.390011787
4.328978539
4.490557194
4.639100552
4.568578243
4.258274555
3.946555614
3.572623014
2.884164572
1.948647261
0.310159713
1.433682799
2.412717342
3.084066153
3.388785601
3.647875547
3.924369574
3.790014982
3.367011547
2.890559912
2.514946222
2.250347853
2.076946974
2.068555117
2.182544947
2.35080719
2.3373034
2.273436785
2.179783106
1.962457776
1.706732988
1.472549081
1.342299938
1.504608274
1.821599007
2.10996747
2.232585907
2.226177931
2.359426022
2.53877902
2.540708065
2.148314714
1.566482186
1.369874597
1.760048032
2.343150139
2.839053631
3.21319437
3.422637463
3.504167318
3.497014523
3.420093775
